,id,usingOptaId,imageUrl,pageUrl,shirt,isHomeTeam,timeSubbedOn,timeSubbedOff,usualPosition,positionRow,role,events,name.firstName,name.lastName,events.sub.subbedOut,match_id,teamid,events.as,events.g,minutesPlayed,shotmap,stats,rating.num,rating.bgcolor,rating.isTop.isTopRating,rating.isTop.isMatchFinished,fantasyScore.bgcolor,teamData.home.id,teamData.home.color,teamData.away.id,teamData.away.color,events.ycrc,events.yc,events.rc,events.og
1,254867,False,https://images.fotmob.com/image_resources/playerimages/254867.png,/players/254867/gershon-koffie,7,True,,,2,2,Midfielder,,Gershon,Koffie,,2161900,6580.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.88, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '45/49 (92%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/2 (50%)', 'Successful dribbles': '4/4 (100%)', 'Accurate long balls': '3/5 (60%)', 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 1, 'Interceptions': 6, 'Recoveries': 11}}, {'title': 'Duels', 'stats': {'Ground duels won': '6/8 (75%)', 'Aerial duels won': '0/1 (0%)', 'Was fouled': 2, 'Fouls committed': 1}}]",7.9,#1ec853,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,308827,False,https://images.fotmob.com/image_resources/playerimages/308827.png,/players/308827/kelyn-rowe,11,True,,,2,3,Midfielder,,Kelyn,Rowe,,2161900,6580.0,,1.0,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.99, 'Minutes played': 90, 'Goals': 1, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '32/41 (78%)', 'Key passes': 4}}, {'title': 'Attack', 'stats': {'Shot accuracy': '2/2 (100%)', 'Successful dribbles': '0/3 (0%)', 'Accurate crosses': '0/3 (0%)', 'Corners': 1, 'Offsides': 1, 'Dispossessed': 3}}, {'title': 'Defence', 'stats': {'Tackles won': '4/4 (100%)', 'Clearances': 1, 'Interceptions': 3, 'Recoveries': 7}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/12 (33%)', 'Aerial duels won': '0/1 (0%)', 'Was fouled': 0, 'Fouls committed': 1}}]",8.0,#1ec853,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
1,26438,False,https://images.fotmob.com/image_resources/playerimages/26438.png,/players/26438/lee-nguyen,24,True,,,2,3,Midfielder,,Lee,Nguyen,,2161900,6580.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 5.86, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '41/53 (77%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/1 (100%)', 'Successful dribbles': '0/1 (0%)', 'Accurate crosses': '0/2 (0%)', 'Accurate long balls': '4/5 (80%)', 'Dispossessed': 4}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Recoveries': 14}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/11 (27%)', 'Aerial duels won': 0, 'Was fouled': 3, 'Fouls committed': 2}}]",5.9,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
2,254966,False,https://images.fotmob.com/image_resources/playerimages/254966.png,/players/254966/diego-fagundez,14,True,,78.0,3,3,Attacker,,Diego,Fagundez,78.0,2161900,6580.0,,,78.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 5.65, 'Minutes played': 78, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '12/17 (71%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Blocked shots': 1, 'Successful dribbles': '1/4 (25%)', 'Dispossessed': 4}}, {'title': 'Defence', 'stats': {'Tackles won': '1/1 (100%)', 'Interceptions': 1, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/11 (27%)', 'Aerial duels won': '1/4 (25%)', 'Was fouled': 1, 'Fouls committed': 0}}]",5.7,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,198471,False,https://images.fotmob.com/image_resources/playerimages/198471.png,/players/198471/teal-bunbury,10,True,,90,3,5,Attacker,,Teal,Bunbury,90.0,2161900,6580.0,,,89.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.84, 'Minutes played': 89, 'Goals': 0, 'Assists': 0, 'Total shots': 5, 'Shotmap': True, 'Accurate passes': '16/26 (62%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '3/4 (75%)', 'Blocked shots': 1, 'Successful dribbles': '1/1 (100%)', 'Corners': 2, 'Offsides': 1, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 1, 'Interceptions': 2, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '2/5 (40%)', 'Aerial duels won': '1/4 (25%)', 'Was fouled': 1, 'Fouls committed': 2}}]",6.8,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,70297,False,https://images.fotmob.com/image_resources/playerimages/70297.png,/players/70297/jozy-altidore,17,False,,70,3,5,Attacker,,Jozy,Altidore,70.0,2161900,56453.0,1.0,,70.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.66, 'Minutes played': 70, 'Goals': 0, 'Assists': 1, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '13/21 (62%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Accurate long balls': '1/1 (100%)', 'Corners': 1, 'Dispossessed': 2}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '0/6 (0%)', 'Aerial duels won': '3/4 (75%)', 'Was fouled': 0, 'Fouls committed': 4}}]",6.7,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,96540,False,https://images.fotmob.com/image_resources/playerimages/96540.png,/players/96540/sebastian-giovinco,10,False,,,2,4,Midfielder,,Sebastian,Giovinco,,2161900,56453.0,,1.0,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 8, 'Minutes played': 90, 'Goals': 1, 'Assists': 0, 'Total shots': 5, 'Shotmap': True, 'Accurate passes': '18/28 (64%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/4 (25%)', 'Blocked shots': 1, 'Successful dribbles': '2/4 (50%)', 'Accurate crosses': '0/3 (0%)', 'Accurate long balls': '2/2 (100%)', 'Offsides': 1, 'Dispossessed': 2}}, {'title': 'Defence', 'stats': {'Tackles won': '2/3 (67%)', 'Recoveries': 2}}, {'title': 'Duels', 'stats': {'Ground duels won': '6/11 (55%)', 'Aerial duels won': 0, 'Was fouled': 1, 'Fouls committed': 0}}]",8.0,#1ec853,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,432605,False,https://images.fotmob.com/image_resources/playerimages/432605.png,/players/432605/jonathan-osorio,21,False,,,2,3,Midfielder,,Jonathan,Osorio,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.61, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '35/40 (88%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Successful dribbles': '1/2 (50%)', 'Dispossessed': 2}}, {'title': 'Defence', 'stats': {'Tackles won': '0/1 (0%)', 'Interceptions': 1, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '5/10 (50%)', 'Aerial duels won': '1/1 (100%)', 'Was fouled': 3, 'Fouls committed': 1}}]",6.6,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
1,26472,False,https://images.fotmob.com/image_resources/playerimages/26472.png,/players/26472/michael-bradley,4,False,,,2,3,Midfielder,,Michael,Bradley,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.64, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '89/103 (86%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Successful dribbles': '1/1 (100%)', 'Accurate long balls': '4/7 (57%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '3/5 (60%)', 'Interceptions': 3, 'Recoveries': 16}}, {'title': 'Duels', 'stats': {'Ground duels won': '6/6 (100%)', 'Aerial duels won': 0, 'Was fouled': 0, 'Fouls committed': 0}}]",7.6,#1ec853,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
2,42532,False,https://images.fotmob.com/image_resources/playerimages/42532.png,/players/42532/will-johnson,7,False,,,2,3,Midfielder,,Will,Johnson,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.64, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 3, 'Shotmap': True, 'Accurate passes': '71/87 (82%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/2 (0%)', 'Blocked shots': 1, 'Accurate long balls': '10/14 (71%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '2/2 (100%)', 'Clearances': 1, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/5 (60%)', 'Aerial duels won': 0, 'Was fouled': 1, 'Fouls committed': 2}}]",6.6,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
3,388536,False,https://images.fotmob.com/image_resources/playerimages/388536.png,/players/388536/marco-delgado,18,False,,84.0,2,3,Midfielder,,Marco,Delgado,84.0,2161900,56453.0,,,84.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.47, 'Minutes played': 84, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '35/44 (80%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Successful dribbles': '0/1 (0%)', 'Accurate crosses': '0/2 (0%)', 'Accurate long balls': '1/3 (33%)', 'Corners': 1, 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '4/6 (67%)', 'Clearances': 1, 'Interceptions': 2, 'Recoveries': 2}}, {'title': 'Duels', 'stats': {'Ground duels won': '8/10 (80%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 2, 'Fouls committed': 1}}]",7.5,#1ec853,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,198458,False,https://images.fotmob.com/image_resources/playerimages/198458.png,/players/198458/justin-morrow,2,False,,,1,1,Defender,,Justin,Morrow,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.04, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '24/40 (60%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Successful dribbles': '0/1 (0%)', 'Accurate crosses': '0/1 (0%)', 'Accurate long balls': '0/9 (0%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '3/5 (60%)', 'Interceptions': 1, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '5/8 (63%)', 'Aerial duels won': '1/1 (100%)', 'Was fouled': 0, 'Fouls committed': 0}}]",7.0,#1ec853,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
1,69700,False,https://images.fotmob.com/image_resources/playerimages/69700.png,/players/69700/drew-moor,3,False,,,1,1,Defender,,Drew,Moor,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.81, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '60/75 (80%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Accurate long balls': '5/14 (36%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 1, 'Interceptions': 3, 'Recoveries': 6}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/1 (100%)', 'Aerial duels won': '2/3 (67%)', 'Was fouled': 1, 'Fouls committed': 0}}]",6.8,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
2,26345,False,https://images.fotmob.com/image_resources/playerimages/26345.png,/players/26345/damien-perquis,24,False,,,1,1,Defender,,Damien,Perquis,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 8.23, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '61/75 (81%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Blocked shots': 1, 'Successful dribbles': '1/1 (100%)', 'Accurate long balls': '5/9 (56%)', 'Corners': 1, 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '0/1 (0%)', 'Clearances': 6, 'Interceptions': 6, 'Recoveries': 8}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/4 (100%)', 'Aerial duels won': '7/7 (100%)', 'Was fouled': 2, 'Fouls committed': 0}}]",8.2,#0e87e0,True,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
3,198454,False,https://images.fotmob.com/image_resources/playerimages/198454.png,/players/198454/steven-beitashour,33,False,,,1,1,Defender,,Steven,Beitashour,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.05, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '42/55 (76%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Successful dribbles': '1/1 (100%)', 'Accurate crosses': '0/2 (0%)', 'Accurate long balls': '3/10 (30%)', 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '2/3 (67%)', 'Clearances': 1, 'Interceptions': 1, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/6 (67%)', 'Aerial duels won': '2/3 (67%)', 'Was fouled': 0, 'Fouls committed': 0}}]",7.1,#1ec853,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,431653,False,https://images.fotmob.com/image_resources/playerimages/431653.png,/players/431653/clint-irwin,1,False,,,0,0,Keeper,,Clint,Irwin,,2161900,56453.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.68, 'Minutes played': 90, 'Saves': 7, 'Goals': 0, 'Goals conceded': 1, 'Accurate passes': '24/36 (67%)', 'Accurate long balls': '10/22 (45%)', 'Diving save': 3, 'Saves inside box': 4, 'Acted as sweeper': 0, 'Punches': 0, 'Throws': 6, 'High claim': 0, 'Recoveries': 10, 'Touches': 0}}]",6.7,#f08022,False,True,purple,6580.0,#002858,6580.0,#a0272f,,,,
0,619879,False,https://images.fotmob.com/image_resources/playerimages/619879.png,/players/619879/travis-worra,48,True,,,0,0,Keeper,,Travis,Worra,,2161901,6602.0,,,,,,,,,,,,,,,,,,
0,115972,False,https://images.fotmob.com/image_resources/playerimages/115972.png,/players/115972/sean-franklin,5,True,,,1,1,Defender,,Sean,Franklin,,2161901,6602.0,,,,,,,,,,,,,,,,,,
1,525675,False,https://images.fotmob.com/image_resources/playerimages/525675.png,/players/525675/steven-birnbaum,15,True,,,1,1,Defender,,Steven,Birnbaum,,2161901,6602.0,,,,,,,,,,,,,,,,,,
2,21516,False,https://images.fotmob.com/image_resources/playerimages/21516.png,/players/21516/bobby-boswell,32,True,,,1,1,Defender,,Bobby,Boswell,,2161901,6602.0,,,,,,,,,,,,,,,,,,
3,431927,False,https://images.fotmob.com/image_resources/playerimages/431927.png,/players/431927/taylor-kemp,2,True,,,1,1,Defender,,Taylor,Kemp,,2161901,6602.0,,,,,,,,,,,,,,,,,,
0,115896,False,https://images.fotmob.com/image_resources/playerimages/115896.png,/players/115896/patrick-nyarko,12,True,,86.0,2,3,Midfielder,,Patrick,Nyarko,86.0,2161901,6602.0,,,,,,,,,,,,,,,,,,
1,308935,False,https://images.fotmob.com/image_resources/playerimages/308935.png,/players/308935/nick-deleon,14,True,,,2,3,Midfielder,,Nick,DeLeon,,2161901,6602.0,,,,,,,,,,,,,,,,,,
2,49283,False,https://images.fotmob.com/image_resources/playerimages/49283.png,/players/49283/marcelo-sarvas,7,True,,,2,3,Midfielder,,Marcelo,Sarvas,,2161901,6602.0,,,,,,,,,,,,,,,,,,
3,176712,False,https://images.fotmob.com/image_resources/playerimages/176712.png,/players/176712/lamar-neagle,13,True,,,2,3,Midfielder,,Lamar,Neagle,,2161901,6602.0,,,,,,,,,,,,,,,,,,
0,52421,False,https://images.fotmob.com/image_resources/playerimages/52421.png,/players/52421/fabian-espindola,10,True,,79,3,5,Attacker,,Fabian,Espindola,79.0,2161901,6602.0,,2.0,,,,,,,,,,,,,,,,
1,21515,False,https://images.fotmob.com/image_resources/playerimages/21515.png,/players/21515/chris-rolfe,18,True,,77,3,5,Attacker,,Chris,Rolfe,77.0,2161901,6602.0,,,,,,,,,,,,,,,,,,
0,166466,False,https://images.fotmob.com/image_resources/playerimages/166466.png,/players/166466/masato-kudo,9,False,,,3,5,Attacker,,Masato,Kudo,,2161901,307691.0,,,,,,,,,,,,,,,,,,
1,50281,False,https://images.fotmob.com/image_resources/playerimages/50281.png,/players/50281/blas-perez,27,False,,67.0,3,5,Attacker,,Blas,Perez,67.0,2161901,307691.0,,,,,,,,,,,,,,,,,,
0,621561,False,https://images.fotmob.com/image_resources/playerimages/621561.png,/players/621561/marco-bustos,32,False,,46.0,2,3,Midfielder,,Marco,Bustos,46.0,2161901,307691.0,,,,,,,,,,,,,,,,,,
1,206302,False,https://images.fotmob.com/image_resources/playerimages/206302.png,/players/206302/cristian-techera,13,False,,,2,3,Midfielder,,Cristian,Techera,,2161901,307691.0,,,,,,,,,,,,,,,,,,
2,255653,False,https://images.fotmob.com/image_resources/playerimages/255653.png,/players/255653/russell-teibert,31,False,,61.0,2,3,Midfielder,,Russell,Teibert,61.0,2161901,307691.0,,,,,,,,,,,,,,,,,,
3,113068,False,https://images.fotmob.com/image_resources/playerimages/113068.png,/players/113068/andrew-jacobson,17,False,,,2,3,Midfielder,,Andrew,Jacobson,,2161901,307691.0,,,,,,,,,,,,,,,,,,
0,115924,False,https://images.fotmob.com/image_resources/playerimages/115924.png,/players/115924/jordan-harvey,2,False,,,1,1,Defender,,Jordan,Harvey,,2161901,307691.0,,,,,,,,,,,,,,,,,,
1,621559,False,https://images.fotmob.com/image_resources/playerimages/621559.png,/players/621559/tim-parker,26,False,,,1,1,Defender,,Tim,Parker,,2161901,307691.0,,,,,,,,,,,,,,,,,,
2,119019,False,https://images.fotmob.com/image_resources/playerimages/119019.png,/players/119019/kendall-waston,4,False,,,1,1,Defender,,Kendall,Waston,,2161901,307691.0,,,,,,,,,,,,,,,,,,
3,392012,False,https://images.fotmob.com/image_resources/playerimages/392012.png,/players/392012/fraser-aird,8,False,,,1,1,Defender,,Fraser,Aird,,2161901,307691.0,,,,,,,,,,,,,,,,,,
0,34784,False,https://images.fotmob.com/image_resources/playerimages/34784.png,/players/34784/david-ousted,1,False,,,0,0,Keeper,,David,Ousted,,2161901,307691.0,,,,,,,,,,,,,,,,,,
0,59578,False,https://images.fotmob.com/image_resources/playerimages/59578.png,/players/59578/luis-robles,31,True,,,0,0,Keeper,,Luis,Robles,,2161903,6514.0,,,,,,,,,,,,,,,,,,
0,95084,False,https://images.fotmob.com/image_resources/playerimages/95084.png,/players/95084/salvatore-zizzo,15,True,,,1,1,Defender,,Salvatore,Zizzo,,2161903,6514.0,,,,,,,,,,,,,,,,,,
1,532765,False,https://images.fotmob.com/image_resources/playerimages/532765.png,/players/532765/chris-duvall,25,True,,,1,1,Defender,,Chris,Duvall,,2161903,6514.0,,,,,,,,,,,,,,,,,,
2,324208,False,https://images.fotmob.com/image_resources/playerimages/324208.png,/players/324208/karl-ouimette,22,True,,,1,1,Defender,,Karl,Ouimette,,2161903,6514.0,,,,,,,,,,,,,,,,,,
3,307773,False,https://images.fotmob.com/image_resources/playerimages/307773.png,/players/307773/connor-lade,5,True,,,1,1,Defender,,Connor,Lade,,2161903,6514.0,,,,,,,,,,,,,,,,,,
0,621941,False,https://images.fotmob.com/image_resources/playerimages/621941.png,/players/621941/sean-davis,27,True,,,2,2,Midfielder,,Sean,Davis,,2161903,6514.0,,,,,,,,,,,,,,,,,,
1,69698,False,https://images.fotmob.com/image_resources/playerimages/69698.png,/players/69698/dax-mccarty,11,True,,85.0,2,2,Midfielder,,Dax,McCarty,85.0,2161903,6514.0,,,,,,,,,,,,,,,,,,
0,41599,False,https://images.fotmob.com/image_resources/playerimages/41599.png,/players/41599/lloyd-sam,10,True,,65.0,2,3,Midfielder,,Lloyd,Sam,65.0,2161903,6514.0,,,,,,,,,,,,,,,,,,
1,69653,False,https://images.fotmob.com/image_resources/playerimages/69653.png,/players/69653/sacha-kljestan,16,True,,75.0,2,3,Midfielder,,Sacha,Kljestan,75.0,2161903,6514.0,,,,,,,,,,,,,,,,,,
2,164550,False,https://images.fotmob.com/image_resources/playerimages/164550.png,/players/164550/mike-grella,13,True,,,2,3,Midfielder,,Mike,Grella,,2161903,6514.0,,,,,,,,,,,,,,,,,,
0,34232,False,https://images.fotmob.com/image_resources/playerimages/34232.png,/players/34232/bradley-wright-phillips,99,True,,,3,5,Attacker,,Bradley,Wright-Phillips,,2161903,6514.0,,,,,,,,,,,,,,,,,,
0,168169,False,https://images.fotmob.com/image_resources/playerimages/168169.png,/players/168169/graham-zusi,8,False,,,3,5,Attacker,,Graham,Zusi,,2161903,6604.0,1.0,,,,,,,,,,,,,,,,,
1,309797,False,https://images.fotmob.com/image_resources/playerimages/309797.png,/players/309797/dominic-dwyer,14,False,,,3,5,Attacker,,Dominic,Dwyer,,2161903,6604.0,,1.0,,,,,,,,,,,,,,,,
2,621940,False,https://images.fotmob.com/image_resources/playerimages/621940.png,/players/621940/connor-hallisey,22,False,,,3,5,Attacker,,Connor,Hallisey,,2161903,6604.0,,,,,,,,,,,,,,,,,,
0,71844,False,https://images.fotmob.com/image_resources/playerimages/71844.png,/players/71844/roger-espinoza,27,False,,90.0,2,3,Midfielder,,Roger,Espinoza,90.0,2161903,6604.0,,,,,,,,,,,,,,,,,,
1,290037,False,https://images.fotmob.com/image_resources/playerimages/290037.png,/players/290037/lawrence-olum,16,False,,,2,3,Midfielder,,Lawrence,Olum,,2161903,6604.0,,,,,,,,,,,,,,,,,,
2,27153,False,https://images.fotmob.com/image_resources/playerimages/27153.png,/players/27153/benny-feilhaber,10,False,,,2,3,Midfielder,,Benny,Feilhaber,,2161903,6604.0,,1.0,,,,,,,,,,,,,,,,
0,621932,False,https://images.fotmob.com/image_resources/playerimages/621932.png,/players/621932/amadou-dia,13,False,,,1,1,Defender,,Amadou,Dia,,2161903,6604.0,,,,,,,,,,,,,,,,,,
1,254990,False,https://images.fotmob.com/image_resources/playerimages/254990.png,/players/254990/kevin-ellis,4,False,,42.0,1,1,Defender,,Kevin,Ellis,42.0,2161903,6604.0,,,,,,,,,,,,,,,,,,
2,39627,False,https://images.fotmob.com/image_resources/playerimages/39627.png,/players/39627/nuno-andré-coelho,12,False,,,1,1,Defender,,Nuno André,Coelho,,2161903,6604.0,,,,,,,,,,,,,,,,,,
3,115968,False,https://images.fotmob.com/image_resources/playerimages/115968.png,/players/115968/chance-myers,7,False,,52.0,1,1,Defender,,Chance,Myers,52.0,2161903,6604.0,,,,,,,,,,,,,,,,,,
0,198449,False,https://images.fotmob.com/image_resources/playerimages/198449.png,/players/198449/tim-melia,29,False,,,0,0,Keeper,,Tim,Melia,,2161903,6604.0,,,,,,,,,,,,,,,,,,
0,70338,False,https://images.fotmob.com/image_resources/playerimages/70338.png,/players/70338/chris-seitz,18,True,,,0,0,Keeper,,Chris,Seitz,,2161904,7949.0,,,,,,,,,,,,,,,,,,
0,525623,False,https://images.fotmob.com/image_resources/playerimages/525623.png,/players/525623/ryan-hollingshead,12,True,,,1,1,Defender,,Ryan,Hollingshead,,2161904,7949.0,,,,,,,,,,,,,,,,,,
1,308973,False,https://images.fotmob.com/image_resources/playerimages/308973.png,/players/308973/matt-hedges,24,True,,,1,1,Defender,,Matt,Hedges,,2161904,7949.0,,,,,,,,,,,,,,,,,,
2,431956,False,https://images.fotmob.com/image_resources/playerimages/431956.png,/players/431956/walker-zimmerman,25,True,,,1,1,Defender,,Walker,Zimmerman,,2161904,7949.0,,,,,,,,,,,,,,,,,,
3,111865,False,https://images.fotmob.com/image_resources/playerimages/111865.png,/players/111865/maynor-figueroa,31,True,,,1,1,Defender,,Maynor,Figueroa,,2161904,7949.0,,,,,,,,,,,,,,,,,,
0,521250,False,https://images.fotmob.com/image_resources/playerimages/521250.png,/players/521250/michael-barrios,21,True,,,2,3,Midfielder,,Michael,Barrios,,2161904,7949.0,,,,,,,,,,,,,,,,,,
1,317822,False,https://images.fotmob.com/image_resources/playerimages/317822.png,/players/317822/carlos-gruezo,7,True,,,2,3,Midfielder,,Carlos,Gruezo,,2161904,7949.0,,,,,,,,,,,,,,,,,,
2,431948,False,https://images.fotmob.com/image_resources/playerimages/431948.png,/players/431948/kellyn-perry-acosta,23,True,,60.0,2,3,Midfielder,,Kellyn,Perry-Acosta,60.0,2161904,7949.0,,,,,,,,,,,,,,,,,,
3,207524,False,https://images.fotmob.com/image_resources/playerimages/207524.png,/players/207524/fabian-castillo,11,True,,80.0,2,3,Midfielder,,Fabian,Castillo,80.0,2161904,7949.0,,,,,,,,,,,,,,,,,,
0,264747,False,https://images.fotmob.com/image_resources/playerimages/264747.png,/players/264747/maximiliano-nicolas-urruti,37,True,,,3,5,Attacker,,Maximiliano Nicolas,Urruti,,2161904,7949.0,,,,,,,,,,,,,,,,,,
1,526311,False,https://images.fotmob.com/image_resources/playerimages/526311.png,/players/526311/tesho-akindele,13,True,,85.0,3,5,Attacker,,Tesho,Akindele,85.0,2161904,7949.0,,1.0,,,,,,,,,,,,,,,,
0,168355,False,https://images.fotmob.com/image_resources/playerimages/168355.png,/players/168355/quincy-amarikwa,25,False,,87.0,3,5,Attacker,,Quincy,Amarikwa,87.0,2161904,6603.0,2.0,,,,,,,,,,,,,,,,,
1,69756,False,https://images.fotmob.com/image_resources/playerimages/69756.png,/players/69756/chris-wondolowski,8,False,,,3,5,Attacker,,Chris,Wondolowski,,2161904,6603.0,,1.0,,,,,,,,,,,,,,,,
0,133090,False,https://images.fotmob.com/image_resources/playerimages/133090.png,/players/133090/simon-dawkins,49,False,,90.0,2,3,Midfielder,,Simon,Dawkins,90.0,2161904,6603.0,,,,,,,,,,,,,,,,,,
1,547251,False,https://images.fotmob.com/image_resources/playerimages/547251.png,/players/547251/tommy-thompson,22,False,,,2,3,Midfielder,,Tommy,Thompson,,2161904,6603.0,,,,,,,,,,,,,,,,,,
2,621890,False,https://images.fotmob.com/image_resources/playerimages/621890.png,/players/621890/fatai-alashe,27,False,,,2,3,Midfielder,,Fatai,Alashe,,2161904,6603.0,,,,,,,,,,,,,,,,,,
3,183088,False,https://images.fotmob.com/image_resources/playerimages/183088.png,/players/183088/alberto-quintero,91,False,,77.0,2,3,Midfielder,,Alberto,Quintero,77.0,2161904,6603.0,,1.0,,,,,,,,,,,,,,,,
0,198463,False,https://images.fotmob.com/image_resources/playerimages/198463.png,/players/198463/shaun-francis,20,False,,,1,1,Defender,,Shaun,Francis,,2161904,6603.0,,,,,,,,,,,,,,,,,,
1,113749,False,https://images.fotmob.com/image_resources/playerimages/113749.png,/players/113749/andres-roberto-imperiale,32,False,,,1,1,Defender,,Andres Roberto,Imperiale,,2161904,6603.0,,,,,,,,,,,,,,,,,,
